model,job_id,company,requirement_id,normalized_requirement,ground_truth_label,predicted_label,gt_evidence_ids,predicted_evidence_ids,grounding_valid,normalized_reason,error_type
claude-sonnet-4-5-20250929,tencent:1978467627152072704,腾讯,reqv2_0d2628dae4ed1e9d,算法工作经验,Partial,Missing,resume_extracted:22|resume_extracted:29,,True,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,misclassification
claude-sonnet-4-5-20250929,tencent:2036621556322562048,腾讯,reqv2_1125bb9c519be4f4,掌握语音产品性能评估方法,Partial,Missing,resume_extracted:resume:1:ai_experience:11|resume_extracted:22,,True,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,misclassification
claude-sonnet-4-5-20250929,tencent:2036621556322562048,腾讯,reqv2_e913e8618fce3ef0,用户感知力与问题发现解决能力,Strong,Partial,resume_extracted:27|resume_extracted:19,resume_extracted:27|resume_extracted:23|resume_extracted:resume:1:product_experience:7|resume_extracted:21,True,"候选人在银行实习中分析客户反馈并优化服务体验,在AI大模型项目中开展竞品分析和用户场景分析,展现了一定的用户感知和问题发现能力。但这些主要是项目和实习经验,在深度和持续性上不如正式产品岗位的体验追求。",misclassification
claude-sonnet-4-5-20250929,tencent:2052527703940313088,腾讯,reqv2_d51e7d995d268f8f,产品判断力与用户共情能力,Strong,Partial,resume_extracted:27|resume_extracted:28|resume_extracted:resume:1:product_experience:7,resume_extracted:27|resume_extracted:23|resume_extracted:resume:1:product_experience:7|resume_extracted:28,True,在多个项目中分析客户反馈、开展竞品分析和用户场景分析，展现了用户共情能力。GoFin项目负责产品流程和User Stories，体现产品判断力，但深度证据有限。,misclassification
claude-sonnet-4-5-20250929,tencent:2052527703940313088,腾讯,reqv2_2aa26881dbfb4a32,设计可扩展方案并推动跨团队闭环,Strong,Partial,resume_extracted:28|resume_extracted:resume:1:product_experience:5|resume_extracted:resume:1:product_experience:9,resume_extracted:28|resume_extracted:16|resume_extracted:resume:1:product_experience:5|resume_extracted:18,True,GoFin项目中协调跨职能团队交付，KPay设计渠道增长策略与运营框架，搭建数据架构。展现了方案设计和跨团队协作能力，但缺少推动复杂跨团队项目高效闭环的深度证据。,misclassification
claude-sonnet-4-5-20250929,tencent:2077246089718837248,腾讯,reqv2_5b0126d99d34bf17,结构化思维：将复杂业务拆解为产品模块 / 数据流程 / 权限,Strong,Partial,resume_extracted:18|resume_extracted:28|resume_extracted:resume:1:technical_experience:8,resume_extracted:18|resume_extracted:16|resume_extracted:28|resume_extracted:19,True,"候选人在KPay Group设计了潜客数据架构、SQL触发器和归因逻辑,设计了渠道伙伴增长策略与运营框架,在GoFin项目中负责产品流程、Backlog和User Stories管理,这些经历体现了将业务需求拆解为数据流程和产品模块的能力。但在复杂企业级系统的权限关系设计和深度抽象能力方面,证据相对有限。",misclassification
claude-sonnet-4-5-20250929,tencent:2047239002926510080,腾讯,reqv2_b6cf969fde1203cf,数据产品策划或运营经验,Partial,Strong,resume_extracted:16|resume_extracted:18|resume_extracted:28,resume_extracted:16|resume_extracted:28|resume_extracted:resume:1:product_experience:9,True,"候选人在KPay担任增长运营实习生设计渠道策略,在GoFin项目担任Product Owner负责产品流程和交付,具备数据产品策划运营经验。",misclassification
claude-sonnet-4-5-20250929,tencent:2047239002926510080,腾讯,reqv2_468aa07a31e8d40c,LLM、Prompt、RAG 与 Agent 实践经验,Partial,Strong,resume_extracted:28|resume_extracted:resume:1:ai_experience:0|resume_extracted:resume:1:ai_experience:4,resume_extracted:28|resume_extracted:resume:1:ai_experience:0|resume_extracted:resume:1:ai_experience:4,True,"候选人在GoFin项目中负责LLM集成和RAG实现,简历明确列出大语言模型应用开发和RAG文件分析经验,具备Prompt、RAG、Agent等实践经验。",misclassification
claude-sonnet-4-5-20250929,tencent:2047239002926510080,腾讯,reqv2_892a54d1bde059a0,评估 AI 方案的业务价值与可行性,Strong,Partial,resume_extracted:21|resume_extracted:28,resume_extracted:21|resume_extracted:23,True,"候选人参与过产品需求讨论、分析用户场景并探索大模型应用方向,开展过竞品分析,但缺少明确结合业务场景评估AI方案价值和可行性的直接证据。",misclassification
claude-sonnet-4-5-20250929,baidu:1270fb70-730e-4569-9385-b013690e607d,百度,reqv2_3961432f6ab7ec4d,计算机或信息管理相关专业,Strong,Partial,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:1,True,"候选人本科为软件工程专业,与计算机相关但不完全匹配计算机或信息管理专业的明确要求。软件工程属于计算机大类但专业名称存在差异。",misclassification
claude-sonnet-4-5-20250929,tencent:2078278970276753408,腾讯,reqv2_f982055a8756f25d,熟悉企业经营管理流程,Missing,Partial,,resume_extracted:16|resume_extracted:28|resume_extracted:resume:1:domain_experience:3,True,"候选人在KPay Group设计渠道伙伴增长策略与运营框架,以及在GoFin项目中负责产品流程和跨职能交付,展示了一定的业务流程理解能力。但缺乏企业经营管理流程的直接经验,深度和广度不足。",misclassification
claude-sonnet-4-5-20250929,tencent:2041409199149314048,腾讯,reqv2_6907a4e2deac1add,计算机 / AI / 语言学 / 数据分析 / 人机交互相关专业,Strong,Partial,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,True,"候选人拥有软件工程学士学位和商学(金融科技)/信息技术(AI)双硕士学位,与计算机、AI相关专业有重叠,但不是完全直接匹配计算机或AI专业本身,属于相关专业范畴。",misclassification
claude-sonnet-4-5-20250929,tencent:2041409199149314048,腾讯,reqv2_23a50d8ef3c57335,ASR / 大模型 / 智能对话 / AI 搜索 / 语音助手方向经验,Strong,Missing,resume_extracted:28|resume_extracted:resume:1:ai_experience:0,,True,当前已验证的简历与经历事实中，暂未找到支持该要求的证据。,misclassification
claude-sonnet-4-5-20250929,xsolla:252b30e5-ce58-4a32-88b3-07ee83d06e67,Xsolla,reqv2_c6d51578e66e9757,side projects / self-shipped personal projects,Strong,Partial,resume_extracted:29|resume_extracted:30,resume_extracted:28|resume_extracted:29|resume_extracted:30,True,"候选人完成了GoFin智能财务平台、电商评论情感分析和银行欺诈数据分析等项目,展示了一定的项目交付能力。但这些项目多与学业或实习相关,缺乏纯粹出于个人兴趣或好奇心驱动的侧项目、hackathon参赛或开源贡献的明确证据。",misclassification
claude-sonnet-4-5-20250929,huawei:28183,华为,reqv2_a7e657643b65384a,快速掌握新技术的能力,Partial,Strong,resume_extracted:21|resume_extracted:28|resume_extracted:29,resume_extracted:21|resume_extracted:22|resume_extracted:28,True,候选人在中国电子云探索大模型应用方向、在GoFin集成LLM和RAG技术，并跨金融科技、AI、数据分析等多个领域快速切换，展现了快速掌握新技术的能力。,misclassification
claude-sonnet-4-5-20250929,tencent:2064981110395420672,腾讯,reqv2_ddd61beb368e5153,计算机 / 人工智能 / 语音信号处理相关专业,Strong,Partial,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,True,"候选人拥有信息技术(AI)硕士和软件工程学士学位,与人工智能相关但非语音信号处理专业。专业方向部分匹配但不完全对应计算机或语音信号处理。",misclassification
claude-sonnet-4-5-20250929,baidu:0f336f8e-a440-4ebb-a45a-5554b493e527,百度,reqv2_11b4fc87edba9c18,计算机 / 统计学 / 数学相关专业,Strong,Partial,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,resume_extracted:resume:1:education:0|resume_extracted:resume:1:education:1,True,"候选人本科为软件工程、硕士为金融科技/AI双硕士,具备计算机相关技术背景,但并非计算机、统计学或数学专业,与要求部分匹配。",misclassification
claude-sonnet-4-5-20250929,tencent:2083093175941115904,腾讯,reqv2_b741297aa944df7f,用户增长、增长运营或内容平台产品经验,Strong,Partial,resume_extracted:16|resume_extracted:19|resume_extracted:resume:1:domain_experience:3,resume_extracted:16|resume_extracted:resume:1:domain_experience:3,True,"候选人在KPay Group有增长运营实习经验,简历明确标注增长运营领域经历,但缺少用户增长或内容平台产品的直接证据。",misclassification
