scenario_id,scenario_category,job_id,requirement_id,requirement_type,requirement_text,expected_label,gt_rationale,scenario_requires_manual_review,human_review_status,human_label,human_notes
A06,technology_adjacency,synv2:A06,synreq_0ba286dafff6,matchable,有图文 / 视频多模态生成产品经验,Missing,仅 LLM/RAG，无多模态(图文/视频/语音)大模型产品证据,False,pending,,
A06,technology_adjacency,synv2:A06,synreq_6c53bb4ff35e,matchable,具备产品设计与功能策划能力,Strong,"GoFin 流程/功能/迭代交付 (ev 28,product_experience:9)",False,pending,,
A06,technology_adjacency,synv2:A06,synreq_a204bd31f64c,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
A06,technology_adjacency,synv2:A06,synreq_50afb4f7241c,subjective,热爱 AIGC 与创意工具,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
A07,technology_adjacency,synv2:A07,synreq_6bb69f136644,matchable,有语音大模型 / TTS / 语音合成产品经验,Missing,无语音识别(ASR)/语音交互产品证据；对话式 chatbot ≠ ASR,False,pending,,
A07,technology_adjacency,synv2:A07,synreq_4c7c53a4315e,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
A07,technology_adjacency,synv2:A07,synreq_d5aa04c5ea2f,eligibility,1-3 年产品相关工作经验,Unknown,有实习 + Product Owner 经历，但冻结证据未量化正式任职年限，无明确冲突 → Unknown,False,pending,,
A07,technology_adjacency,synv2:A07,synreq_5558166c34d5,knowledge,了解语音合成与声码器的基本原理,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
A08,technology_adjacency,synv2:A08,synreq_90a7361ccef9,matchable,有 RLHF / 强化学习 / 偏好对齐训练经验,Missing,"仅一般模型训练辅助与性能评估；大模型精度调优/基模/强化学习训练技术相邻不足以判 Partial (ev 22,ai_experience:11)",False,pending,,
A08,technology_adjacency,synv2:A08,synreq_b82863bde319,matchable,有模型效果评估经验,Partial,"有 KPI/训练数据/模型评估，但未独立设计 AI 产品评测集 (ev 19,22,ai_experience:11)",False,pending,,
A08,technology_adjacency,synv2:A08,synreq_8ab808150f23,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
A08,technology_adjacency,synv2:A08,synreq_d9128fddc70e,eligibility,硕士及以上学历,Supported,已验证信息技术(AI)硕士 → 满足硕士及以上,False,pending,,
A08,technology_adjacency,synv2:A08,synreq_a360714f2baa,knowledge,理解 RLHF 与 DPO 的基本流程与差异,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
A09,technology_adjacency,synv2:A09,synreq_a7efd870a86b,matchable,熟悉 vLLM / SGLang 等大模型推理框架,Missing,无 vLLM/SGLang 等推理框架使用证据,False,pending,,
A09,technology_adjacency,synv2:A09,synreq_34eac9ebb94e,matchable,有 GPU / 国产算力卡算子开发经验,Missing,无 GPU/国产算力卡算子开发证据,False,pending,,
A09,technology_adjacency,synv2:A09,synreq_b6e60db72007,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
A09,technology_adjacency,synv2:A09,synreq_da2a5622630f,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
A09,technology_adjacency,synv2:A09,synreq_5da24149cd80,knowledge,了解 KV Cache 与连续批处理对吞吐的影响,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
A10,technology_adjacency,synv2:A10,synreq_411aeef1797f,matchable,有广告 / 推荐 / 竞价策略相关产品经验,Missing,仅一般 AI 产品经验，无推荐/搜索排序专项策略证据；相邻不足以判 Partial,False,pending,,
A10,technology_adjacency,synv2:A10,synreq_a37b5fdac403,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
A10,technology_adjacency,synv2:A10,synreq_28fcdec35d7a,matchable,有 A/B 实验设计与执行经验,Missing,有数据分析，无 A/B 实验设计或执行记录 (复合拆分),False,pending,,
A10,technology_adjacency,synv2:A10,synreq_ce4c2d014ec0,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
A10,technology_adjacency,synv2:A10,synreq_ac6f4a41b9f4,subjective,对商业化与增长有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
B01,project_vs_formal_work,synv2:B01,synreq_c3fc72219d0a,eligibility,3 年以上正式 AI 产品经理工作经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
B01,project_vs_formal_work,synv2:B01,synreq_cb83e27ff2a5,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
B01,project_vs_formal_work,synv2:B01,synreq_4a5f26637a08,knowledge,理解 LLM 能力边界与失败模式,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
B02,project_vs_formal_work,synv2:B02,synreq_018726f42a67,eligibility,5 年以上产品经验，含 3 年以上团队管理,PotentialGap,已验证经历不足 5 年正式产品经验，与门槛冲突,False,pending,,
B02,project_vs_formal_work,synv2:B02,synreq_9a6e8d73eba3,matchable,有从 0 到 1 主导产品并取得可量化业务成果的经历,Partial,Product Owner 主导需求→交付，但无独立量化业务成果 (ev 28),False,pending,,
B02,project_vs_formal_work,synv2:B02,synreq_db544a28d07d,matchable,具备产品设计与功能策划能力,Strong,"GoFin 流程/功能/迭代交付 (ev 28,product_experience:9)",False,pending,,
B02,project_vs_formal_work,synv2:B02,synreq_9f445d80b3cb,subjective,有强烈的 ownership 意识,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
B03,project_vs_formal_work,synv2:B03,synreq_7b76b9f8d2ec,matchable,有 AI 功能的完整动手交付经验（强调实操而非正式任职年限）,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
B03,project_vs_formal_work,synv2:B03,synreq_6eb47ebe8424,eligibility,1-3 年产品相关工作经验,Unknown,有实习 + Product Owner 经历，但冻结证据未量化正式任职年限，无明确冲突 → Unknown,False,pending,,
B03,project_vs_formal_work,synv2:B03,synreq_5915dd7761b4,knowledge,理解 RAG 检索增强机制,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
B04,project_vs_formal_work,synv2:B04,synreq_6619b5118719,eligibility,3 年以上 B 端 / 企业级产品经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
B04,project_vs_formal_work,synv2:B04,synreq_a539c85a151b,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
B04,project_vs_formal_work,synv2:B04,synreq_6d3195cffc12,matchable,有企业级 SaaS / 多租户产品经验,Partial,有可配置财务平台产品，但无企业 SaaS/多租户证据 (ev 28),False,pending,,
B04,project_vs_formal_work,synv2:B04,synreq_fcda2c6815f9,subjective,对企业数字化有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
B05,project_vs_formal_work,synv2:B05,synreq_362220064ec2,matchable,具备 Agent 设计交付、上下文工程、人机协同与质量评估的完整动手经验,Partial,有 AI/LLM 交付+RAG+模型评估，但冻结证据不足以证明上下文工程+HITL 完整覆盖 → Partial,False,pending,,
B05,project_vs_formal_work,synv2:B05,synreq_396cc70eab93,knowledge,深入理解 Agent 架构与规划-执行循环,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
B05,project_vs_formal_work,synv2:B05,synreq_0d7bad106433,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
B05,project_vs_formal_work,synv2:B05,synreq_61c659b08f95,eligibility,硕士及以上学历,Supported,已验证信息技术(AI)硕士 → 满足硕士及以上,False,pending,,
B05,project_vs_formal_work,synv2:B05,synreq_f7c821de88d9,matchable,在 Agent 架构层面与工程团队深度对齐,Partial,"有 LLM 后端集成，但无 Agent 架构层面与工程对齐证据 (ev 28,product_experience:5)",False,pending,,
B06,project_vs_formal_work,synv2:B06,synreq_1a8e60c1d1b5,matchable,有金融行业 AI 落地项目经验,Strong,"支付/银行/金融产品/合规 (ev 16,24,26,domain_experience:0)",False,pending,,
B06,project_vs_formal_work,synv2:B06,synreq_b4c8b8ef5c77,eligibility,3 年以上金融科技产品经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
B06,project_vs_formal_work,synv2:B06,synreq_7d472f5733b0,subjective,对金融与科技结合有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
B07,project_vs_formal_work,synv2:B07,synreq_9ba5d1c07e51,eligibility,至少 1 段 AI 产品实习经验,Supported,已验证中国电子云大模型实习 → 满足至少 1 段 AI 产品实习,False,pending,,
B07,project_vs_formal_work,synv2:B07,synreq_ed0cd59648cb,matchable,有 AI 产品的深度使用与实践经验,Strong,"中国电子云大模型实习 + GoFin LLM 产品设计/交付 (ev 21,28,ai_experience:0)",False,pending,,
B07,project_vs_formal_work,synv2:B07,synreq_29b7da2d1b2e,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
B07,project_vs_formal_work,synv2:B07,synreq_e9a0df019cd5,subjective,对 AI 技术持续关注、探索能力强,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
B08,project_vs_formal_work,synv2:B08,synreq_36fc4aaddaa8,eligibility,8 年以上产品经验,PotentialGap,已验证经历远不足 8 年，与门槛冲突,False,pending,,
B08,project_vs_formal_work,synv2:B08,synreq_b078282915db,matchable,独立负责过完整产品线的商业化闭环,Partial,Product Owner 主导需求→交付，但无独立量化业务成果 (ev 28),False,pending,,
B08,project_vs_formal_work,synv2:B08,synreq_4f0a7052df75,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
B08,project_vs_formal_work,synv2:B08,synreq_f2962ef4617b,knowledge,了解常见的 SaaS 商业化模式,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C01,strong_partial_boundary,synv2:C01,synreq_66885a07bd90,matchable,理解数据仓库架构并熟悉数据治理全流程,Partial,"有数据架构与自动化 ETL，但无数仓+数据治理全流程证据 (ev 18,technical_experience:8)",False,pending,,
C01,strong_partial_boundary,synv2:C01,synreq_711d5c3e3b87,matchable,熟练使用 SQL 进行数据分析,Strong,"SQL 技能目录 + SQL 触发器/归因项目 (ev 18,skills:4)",False,pending,,
C01,strong_partial_boundary,synv2:C01,synreq_8562f261e07a,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
C01,strong_partial_boundary,synv2:C01,synreq_f05fe9843edd,knowledge,了解维度建模与数据分层的基本概念,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C02,strong_partial_boundary,synv2:C02,synreq_7356f75ca5b3,matchable,有 RAG 系统的生产环境部署与调优经验,Partial,,False,pending,,
C02,strong_partial_boundary,synv2:C02,synreq_2f19d85a7ef9,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
C02,strong_partial_boundary,synv2:C02,synreq_12d5d7459db4,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
C02,strong_partial_boundary,synv2:C02,synreq_e2a715634f83,knowledge,理解检索-重排-生成的 RAG 管线,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C03,strong_partial_boundary,synv2:C03,synreq_7a9f7ab9d753,matchable,曾以数据产品经理身份独立负责完整数据产品,Partial,"有数据体系/运营/产品策划，但未以数据产品经理身份负责完整产品 (ev 16,18,28)",False,pending,,
C03,strong_partial_boundary,synv2:C03,synreq_bc51db5928f4,matchable,熟练使用 SQL 进行数据分析,Strong,"SQL 技能目录 + SQL 触发器/归因项目 (ev 18,skills:4)",False,pending,,
C03,strong_partial_boundary,synv2:C03,synreq_6c020dc6d870,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
C03,strong_partial_boundary,synv2:C03,synreq_edd48d144dfe,subjective,对数据与业务价值转化有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
C04,strong_partial_boundary,synv2:C04,synreq_030b4853d5f1,matchable,有企业级 SaaS / 多租户 / 可配置平台产品经验,Partial,有可配置财务平台产品，但无企业 SaaS/多租户证据 (ev 28),False,pending,,
C04,strong_partial_boundary,synv2:C04,synreq_7446943fe7f9,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
C04,strong_partial_boundary,synv2:C04,synreq_eee90b9a40e3,eligibility,3 年以上产品经验,PotentialGap,已验证为早期职业/应届+实习+单段 Product Owner，与‘3年以上正式工作经验’门槛存在明确冲突,False,pending,,
C04,strong_partial_boundary,synv2:C04,synreq_7c3cce4a9c51,knowledge,了解多租户隔离与配置化架构的取舍,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C05,strong_partial_boundary,synv2:C05,synreq_e0927f36fb94,matchable,有 Agent 专项评测体系搭建经验,Partial,"有模型性能评估与 Agent 产品测试，但无 Agent 专项评测体系 (ev ai_experience:11,28)",False,pending,,
C05,strong_partial_boundary,synv2:C05,synreq_bb4fbe4b6744,matchable,有模型效果评估与数据驱动评测能力,Partial,"有 KPI/训练数据/模型评估，但未独立设计 AI 产品评测集 (ev 19,22,ai_experience:11)",False,pending,,
C05,strong_partial_boundary,synv2:C05,synreq_60b56ed3950a,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
C05,strong_partial_boundary,synv2:C05,synreq_2ebaeccb7331,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
C05,strong_partial_boundary,synv2:C05,synreq_f415b4fcc70e,knowledge,理解 Agent 评测的常见维度与陷阱,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C06,strong_partial_boundary,synv2:C06,synreq_f8454c6e8e53,matchable,具备 Prompt / 上下文工程的完整实践经验,Partial,"LLM/RAG/Agent 交付明确，但无单独可验证的 Prompt/上下文工程完整实践 (ev 28,ai_experience:0,4)",False,pending,,
C06,strong_partial_boundary,synv2:C06,synreq_104c593a63d3,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
C06,strong_partial_boundary,synv2:C06,synreq_0f764f3bee82,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
C06,strong_partial_boundary,synv2:C06,synreq_43cd84dae7ce,knowledge,理解 Prompt 工程与上下文窗口管理的方法,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C07,strong_partial_boundary,synv2:C07,synreq_f1f71449a863,matchable,熟练使用 Python 与 C++,Partial,"Python 明确；C/C++ 仅技能声明无项目证据 → Partial (ev skills:0,1,30)",False,pending,,
C07,strong_partial_boundary,synv2:C07,synreq_b4f12414f216,matchable,具备技术背景，能与工程团队深度协作,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
C07,strong_partial_boundary,synv2:C07,synreq_2b9abc65cc35,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
C07,strong_partial_boundary,synv2:C07,synreq_ff541f7869dc,knowledge,了解服务化与接口设计的基本原则,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
C08,strong_partial_boundary,synv2:C08,synreq_67056aa36c43,matchable,有从 0 到 1 主导产品并取得可量化业务成果的经历,Partial,Product Owner 主导需求→交付，但无独立量化业务成果 (ev 28),False,pending,,
C08,strong_partial_boundary,synv2:C08,synreq_664938d55ff1,matchable,有用户增长 / 增长运营 / 转化优化经验,Strong,"KPay 增长策略/增长运营/转化优化 (ev 16,19,domain_experience:3)",False,pending,,
C08,strong_partial_boundary,synv2:C08,synreq_bf7e964a2c6f,eligibility,1-3 年产品相关工作经验,Unknown,有实习 + Product Owner 经历，但冻结证据未量化正式任职年限，无明确冲突 → Unknown,False,pending,,
C08,strong_partial_boundary,synv2:C08,synreq_2e4e3ed79773,subjective,对增长与商业化有热情,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
D01,partial_missing_boundary,synv2:D01,synreq_11a8cde8fe62,matchable,有推荐 / 排序策略的实际项目经验,Missing,仅一般 AI 产品经验，无推荐/搜索排序专项策略证据；相邻不足以判 Partial,False,pending,,
D01,partial_missing_boundary,synv2:D01,synreq_3e890953d455,matchable,具备扎实的数据分析与逻辑思维能力,Strong,"KPI/业务分析/百万级数据/ML 项目 (ev 19,20,30)",False,pending,,
D01,partial_missing_boundary,synv2:D01,synreq_69fc0bb1920b,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
D01,partial_missing_boundary,synv2:D01,synreq_b570593bb6e7,subjective,对推荐系统有兴趣,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
D02,partial_missing_boundary,synv2:D02,synreq_513c2bd94eb3,matchable,有语音识别或语音合成产品经验,Missing,无语音识别(ASR)/语音交互产品证据；对话式 chatbot ≠ ASR,False,pending,,
D02,partial_missing_boundary,synv2:D02,synreq_0d737725e239,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
D02,partial_missing_boundary,synv2:D02,synreq_55a65d7a39aa,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
D02,partial_missing_boundary,synv2:D02,synreq_f830b84301c4,knowledge,了解语音前端信号处理的基本概念,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
D03,partial_missing_boundary,synv2:D03,synreq_45f506185cde,matchable,独立承担过大型 AI Infra 系统的设计、开发与调测,Missing,有系统设计 + LLM 后端集成，但无独立承担大型 AI Infra 系统开发调测证据（相邻不足→Missing，标记复核）,True,pending,,
D03,partial_missing_boundary,synv2:D03,synreq_9283cdbfa4fe,matchable,具备跨职能协作与项目管理能力,Strong,"Product Owner：客户汇报/优先级/跨团队交付 (ev 28,product_experience:5)",False,pending,,
D03,partial_missing_boundary,synv2:D03,synreq_b023cf63ab37,matchable,熟悉大模型训练与推理链路,Partial,"有 KPI/训练数据/模型评估，但未独立设计 AI 产品评测集 (ev 19,22,ai_experience:11)",False,pending,,
D03,partial_missing_boundary,synv2:D03,synreq_5fbec706e6f4,eligibility,硕士及以上学历,Supported,已验证信息技术(AI)硕士 → 满足硕士及以上,False,pending,,
D03,partial_missing_boundary,synv2:D03,synreq_25c948430434,knowledge,了解训练/推理资源调度的取舍,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
D04,partial_missing_boundary,synv2:D04,synreq_38864a1cc6fd,matchable,有视频理解 / 视频生成的产品经验,Missing,无视频理解/生成产品证据,False,pending,,
D04,partial_missing_boundary,synv2:D04,synreq_bc4cef12c1ad,matchable,有完整的 LLM / 对话式 AI 产品从需求到上线的落地经历,Strong,"GoFin 完整落地：需求→设计→跨职能→迭代→上线 (ev 28,product_experience:9)",False,pending,,
D04,partial_missing_boundary,synv2:D04,synreq_c3985bb984d7,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
D04,partial_missing_boundary,synv2:D04,synreq_3580a987a4d4,subjective,对多模态与视频 AI 有兴趣,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
D05,partial_missing_boundary,synv2:D05,synreq_aff46a98c46a,matchable,有短剧 / 漫剧 / 小说创作全流程经验,Missing,无短剧/漫剧/小说创作全流程或内容行业资深经验,False,pending,,
D05,partial_missing_boundary,synv2:D05,synreq_329049069b0e,matchable,有内容行业(短视频/短剧/漫剧)资深从业经验,Missing,无短剧/漫剧/小说创作全流程或内容行业资深经验,False,pending,,
D05,partial_missing_boundary,synv2:D05,synreq_446d9d3d07fa,matchable,具备产品设计与功能策划能力,Strong,"GoFin 流程/功能/迭代交付 (ev 28,product_experience:9)",False,pending,,
D05,partial_missing_boundary,synv2:D05,synreq_742830ecebb8,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
D05,partial_missing_boundary,synv2:D05,synreq_6a092033b4eb,subjective,热爱内容创作,N/A,subjective：非评分主观期望，仅作上下文。测试 matcher 是否因 AI 关键词而误评分。,False,pending,,
D06,partial_missing_boundary,synv2:D06,synreq_8f5efb278bff,matchable,有大规模标注体系与训练数据闭环的专项经验,Missing,有训练数据辅助，无大规模标注体系与训练数据闭环专项证据（标记复核）,True,pending,,
D06,partial_missing_boundary,synv2:D06,synreq_ea7b23ae2ae6,matchable,熟练使用 SQL 进行数据分析,Strong,"SQL 技能目录 + SQL 触发器/归因项目 (ev 18,skills:4)",False,pending,,
D06,partial_missing_boundary,synv2:D06,synreq_da19d9f8eb94,eligibility,本科及以上学历,Supported,已验证软件工程本科 → 满足本科及以上,False,pending,,
D06,partial_missing_boundary,synv2:D06,synreq_03e6703712ac,knowledge,了解标注质量控制与一致性评估方法,N/A,knowledge：仅作面试准备主题，不评分，不产生 Strong/Partial/Missing。,False,pending,,
D07,partial_missing_boundary,synv2:D07,synreq_8c6cf3d8ff66,matchable,有顶级会议(NeurIPS/ICML/ACL 等)论文发表,Missing,无顶级会议论文发表记录,False,pending,,
D07,partial_missing_boundary,synv2:D07,synreq_162fa483aa92,matchable,能够评估 AI 方案的业务价值与可行性,Strong,"从用户/业务场景出发探索并落地大模型方案 (ev 21,28)",False,pending,,
D07,partial_missing_boundary,synv2:D07,synreq_f9e78361a71b,eligibility,硕士及以上学历,Supported,已验证信息技术(AI)硕士 → 满足硕士及以上,False,pending,,
