job_id,company,job_title,role_family,career_stage,requirement_id,requirement_text,jd_source_text,jd_surrounding_context,draft_taxonomy,draft_importance,taxonomy_flag_for_human,frozen_candidate_evidence_relevant,current_draft_match_label,neutral_requested_capability,neutral_directly_evidenced,neutral_partially_evidenced,neutral_absent,human_match_label,human_match_notes,human_importance,importance_uncertain,human_review_status
v2paste:ee7963fc9c8e9269,,平台AI产品经理,platform_enterprise_product,unknown,v2real_2fb2b6ffce1b,与业务、运营团队紧密配合，收集产品数据、用户反馈，建立产品评价体系，推进持续迭代,与业务、运营团队紧密配合，收集产品数据、用户反馈，建立产品评价体系，推进持续迭代,"**平台AI产品经理**
职位描述
1、参与内部协同办公、AI创新、研发效能、财务&HR相关产品领域革新，通过云、大数据、机器学习等基础设施，追求极致化效率与体验，并带来管理数字化变革;
2、输出高质量的产品文档，协调设计、研发、QA资源，确保产品的高质量交付;3、不断优化产品，探索标准化、模块化的交互场景方案，并进行定期更新和维护;4、与业务、运营团队紧密配合，收集产品数据、用户反馈，建立产品评价体系，推进持续迭代;5、参与业务拓展，根据业务特点制定解决方案，为业务赋能提效
任职要求
1、本科及以上学历，计算机、数学等相关专业;
2、具有一定计算机基础，了解基础组件、微服务治理优先;
3、同理心强，善于沟通、协作、换位思考，能深度挖掘用户需求;
4、逻辑清晰，抽象化、结构化能力强，具备将复杂场景解构能力;
5、数据导向，能够将业务场景数字化，明确核心数据目标，指导产品迭代。",matchable,Important,,KPI monitoring + 绩效分析体系 (ev 19); 客户反馈分析 (ev 27); GoFin 数据复盘 / 迭代 (ev 28) | partial: '产品评价体系' as a formal system — KPI/perf-analysis system exists in a growth context,,"with business & ops teams, collect product data / feedback, build a product-evaluation system, drive iteration",KPI monitoring + 绩效分析体系 (ev 19); 客户反馈分析 (ev 27); GoFin 数据复盘 / 迭代 (ev 28),'产品评价体系' as a formal system — KPI/perf-analysis system exists in a growth context,none material,,,,,pending
v2paste:ee7963fc9c8e9269,,平台AI产品经理,platform_enterprise_product,unknown,v2real_ac98119d5b1b,数据导向，能够将业务场景数字化，明确核心数据目标，指导产品迭代,数据导向，能够将业务场景数字化，明确核心数据目标，指导产品迭代,"**平台AI产品经理**
职位描述
1、参与内部协同办公、AI创新、研发效能、财务&HR相关产品领域革新，通过云、大数据、机器学习等基础设施，追求极致化效率与体验，并带来管理数字化变革;
2、输出高质量的产品文档，协调设计、研发、QA资源，确保产品的高质量交付;3、不断优化产品，探索标准化、模块化的交互场景方案，并进行定期更新和维护;4、与业务、运营团队紧密配合，收集产品数据、用户反馈，建立产品评价体系，推进持续迭代;5、参与业务拓展，根据业务特点制定解决方案，为业务赋能提效
任职要求
1、本科及以上学历，计算机、数学等相关专业;
2、具有一定计算机基础，了解基础组件、微服务治理优先;
3、同理心强，善于沟通、协作、换位思考，能深度挖掘用户需求;
4、逻辑清晰，抽象化、结构化能力强，具备将复杂场景解构能力;
5、数据导向，能够将业务场景数字化，明确核心数据目标，指导产品迭代。",matchable,Important,,"KPay data architecture + KPI + 归因逻辑 (ev 18, 19); business analysis reports (ev 20); Python 百万级数据 EDA (ev 30) | partial: none material — strong direct data evidence",,"be data-oriented; digitize business scenarios, define core data targets, guide product iteration","KPay data architecture + KPI + 归因逻辑 (ev 18, 19); business analysis reports (ev 20); Python 百万级数据 EDA (ev 30)",none material — strong direct data evidence,none material,,,,,pending
v2paste:703edc23c7fecb6d,水滴公司 (Waterdrop),增长产品经理（平台经营）,strategy_growth_fintech_product,unknown,v2real_d8133fd03538,参与核心渠道用户运营，协助设计并优化用户从触达到转化的完整路径，包括用户触达策略、转化流程设计及运营策略优化，持续提升用户活跃度与转化效果,参与核心渠道用户运营，协助设计并优化用户从触达到转化的完整路径，包括用户触达策略、转化流程设计及运营策略优化，持续提升用户活跃度与转化效果,"**增长产品经理（平台经营）**
滴保是水滴公司旗下互联网保险平台，2017年5月上线，累计服务保险客户 1.23 亿、产品 2397 款、合作保司100 家。平台用自研""水滴水守大模型""驱动全流程经营提效，让每个普通人都能买得到、买得起、赔得快的保险。岗位职责:
1.参与核心渠道用户运营，协助设计并优化用户从触达到转化的完整路径，包括用户触达策略、转化流程设计及运营策略优化，持续提升用户活跃度与转化效果;2.结合用户行为数据与用户特征，对不同用户群体进行分层运营，通过消息触达、内容推送或活动运营等方式提升用户参与度和转化效率;
3.参与外部合作渠道的运营与管理，协助推进合作项目落地，跟踪合作效果并持续优化合作模式;4.参与用户标签体系及用户触达体系建设，通过数据分析不断完善用户画像，提升运营策略的精准度;5.监测和分析用户运营相关数据指标(如用户活跃、转化率、留存率等)，通过数据复盘持续优化用户运营策略;6.结合AI工具提升运营效率，例如利用AI进行用户数据分析、运营内容辅助生成或用户洞察整理，在实践中探索AI在用户运营场景中的应用。
职位要求:
1.本科及以上学历，专业不限，统计学、数学、商业分析、市场营销等相关专业优先;2.具备良好的逻辑思维能力和数据分析意识，能够通过数据发现问题并提出优化思路:3.对互联网用户运营、增长运营或数字化运营方向有兴趣，对用户行为及用户增长有基本理解;5.具备良好的沟通能力与团队协作意识，能够与产品、运营及技术团队协同推进项目;6.自驱力强，责任心强，具备一定抗压能力，能够在快节奏环境中持续成长;7.对A!工具有兴趣或基础使用经验，例如利用A",matchable,Important,,KPay 渠道伙伴增长策略与运营框架 (ev 16); 转化路径优化 (ev 19); 增长运营 (ev domain_experience:3) | partial: '用户触达策略' adjacent to growth-channel work | absent: insurance-platform channel operations specifically,,run core-channel user operations; design & optimize the full touch→conversion path (触达策略 / 转化流程 / 运营策略),KPay 渠道伙伴增长策略与运营框架 (ev 16); 转化路径优化 (ev 19); 增长运营 (ev domain_experience:3),'用户触达策略' adjacent to growth-channel work,insurance-platform channel operations specifically,,,,,pending
v2paste:703edc23c7fecb6d,水滴公司 (Waterdrop),增长产品经理（平台经营）,strategy_growth_fintech_product,unknown,v2real_3597ec597679,结合用户行为数据与用户特征，对不同用户群体进行分层运营，通过消息触达、内容推送或活动运营等方式提升用户参与度和转化效率,结合用户行为数据与用户特征，对不同用户群体进行分层运营，通过消息触达、内容推送或活动运营等方式提升用户参与度和转化效率,"**增长产品经理（平台经营）**
滴保是水滴公司旗下互联网保险平台，2017年5月上线，累计服务保险客户 1.23 亿、产品 2397 款、合作保司100 家。平台用自研""水滴水守大模型""驱动全流程经营提效，让每个普通人都能买得到、买得起、赔得快的保险。岗位职责:
1.参与核心渠道用户运营，协助设计并优化用户从触达到转化的完整路径，包括用户触达策略、转化流程设计及运营策略优化，持续提升用户活跃度与转化效果;2.结合用户行为数据与用户特征，对不同用户群体进行分层运营，通过消息触达、内容推送或活动运营等方式提升用户参与度和转化效率;
3.参与外部合作渠道的运营与管理，协助推进合作项目落地，跟踪合作效果并持续优化合作模式;4.参与用户标签体系及用户触达体系建设，通过数据分析不断完善用户画像，提升运营策略的精准度;5.监测和分析用户运营相关数据指标(如用户活跃、转化率、留存率等)，通过数据复盘持续优化用户运营策略;6.结合AI工具提升运营效率，例如利用AI进行用户数据分析、运营内容辅助生成或用户洞察整理，在实践中探索AI在用户运营场景中的应用。
职位要求:
1.本科及以上学历，专业不限，统计学、数学、商业分析、市场营销等相关专业优先;2.具备良好的逻辑思维能力和数据分析意识，能够通过数据发现问题并提出优化思路:3.对互联网用户运营、增长运营或数字化运营方向有兴趣，对用户行为及用户增长有基本理解;5.具备良好的沟通能力与团队协作意识，能够与产品、运营及技术团队协同推进项目;6.自驱力强，责任心强，具备一定抗压能力，能够在快节奏环境中持续成长;7.对A!工具有兴趣或基础使用经验，例如利用A",matchable,Important,,KPay 行业细分与伙伴分层 (ev 16); data analysis for conversion (ev 19) | partial: the specific channels (消息触达 / 内容推送 / 活动运营) are not each individually evidenced,,combine behaviour data + user features for layered operations via message push / content push / activity ops,KPay 行业细分与伙伴分层 (ev 16); data analysis for conversion (ev 19),the specific channels (消息触达 / 内容推送 / 活动运营) are not each individually evidenced,none material,,,,,pending
v2paste:703edc23c7fecb6d,水滴公司 (Waterdrop),增长产品经理（平台经营）,strategy_growth_fintech_product,unknown,v2real_82b93708742d,参与用户标签体系及用户触达体系建设，通过数据分析不断完善用户画像，提升运营策略的精准度,参与用户标签体系及用户触达体系建设，通过数据分析不断完善用户画像，提升运营策略的精准度,"**增长产品经理（平台经营）**
滴保是水滴公司旗下互联网保险平台，2017年5月上线，累计服务保险客户 1.23 亿、产品 2397 款、合作保司100 家。平台用自研""水滴水守大模型""驱动全流程经营提效，让每个普通人都能买得到、买得起、赔得快的保险。岗位职责:
1.参与核心渠道用户运营，协助设计并优化用户从触达到转化的完整路径，包括用户触达策略、转化流程设计及运营策略优化，持续提升用户活跃度与转化效果;2.结合用户行为数据与用户特征，对不同用户群体进行分层运营，通过消息触达、内容推送或活动运营等方式提升用户参与度和转化效率;
3.参与外部合作渠道的运营与管理，协助推进合作项目落地，跟踪合作效果并持续优化合作模式;4.参与用户标签体系及用户触达体系建设，通过数据分析不断完善用户画像，提升运营策略的精准度;5.监测和分析用户运营相关数据指标(如用户活跃、转化率、留存率等)，通过数据复盘持续优化用户运营策略;6.结合AI工具提升运营效率，例如利用AI进行用户数据分析、运营内容辅助生成或用户洞察整理，在实践中探索AI在用户运营场景中的应用。
职位要求:
1.本科及以上学历，专业不限，统计学、数学、商业分析、市场营销等相关专业优先;2.具备良好的逻辑思维能力和数据分析意识，能够通过数据发现问题并提出优化思路:3.对互联网用户运营、增长运营或数字化运营方向有兴趣，对用户行为及用户增长有基本理解;5.具备良好的沟通能力与团队协作意识，能够与产品、运营及技术团队协同推进项目;6.自驱力强，责任心强，具备一定抗压能力，能够在快节奏环境中持续成长;7.对A!工具有兴趣或基础使用经验，例如利用A",matchable,Important,,"KPay 潜客数据架构 + 归因逻辑 (ev 18); 分层 (ev 16); data analysis (ev 19, 20) | partial: data architecture is adjacent to a '用户标签体系 / 触达体系' | absent: dedicated user-tag / reach-system ownership",,build a user-tagging & user-reach system; continuously refine user profiles via data analysis,"KPay 潜客数据架构 + 归因逻辑 (ev 18); 分层 (ev 16); data analysis (ev 19, 20)",data architecture is adjacent to a '用户标签体系 / 触达体系',dedicated user-tag / reach-system ownership,,,,,pending
v2paste:703edc23c7fecb6d,水滴公司 (Waterdrop),增长产品经理（平台经营）,strategy_growth_fintech_product,unknown,v2real_e009458c58e3,监测和分析用户运营相关数据指标(如用户活跃、转化率、留存率等)，通过数据复盘持续优化用户运营策略,监测和分析用户运营相关数据指标(如用户活跃、转化率、留存率等)，通过数据复盘持续优化用户运营策略,"**增长产品经理（平台经营）**
滴保是水滴公司旗下互联网保险平台，2017年5月上线，累计服务保险客户 1.23 亿、产品 2397 款、合作保司100 家。平台用自研""水滴水守大模型""驱动全流程经营提效，让每个普通人都能买得到、买得起、赔得快的保险。岗位职责:
1.参与核心渠道用户运营，协助设计并优化用户从触达到转化的完整路径，包括用户触达策略、转化流程设计及运营策略优化，持续提升用户活跃度与转化效果;2.结合用户行为数据与用户特征，对不同用户群体进行分层运营，通过消息触达、内容推送或活动运营等方式提升用户参与度和转化效率;
3.参与外部合作渠道的运营与管理，协助推进合作项目落地，跟踪合作效果并持续优化合作模式;4.参与用户标签体系及用户触达体系建设，通过数据分析不断完善用户画像，提升运营策略的精准度;5.监测和分析用户运营相关数据指标(如用户活跃、转化率、留存率等)，通过数据复盘持续优化用户运营策略;6.结合AI工具提升运营效率，例如利用AI进行用户数据分析、运营内容辅助生成或用户洞察整理，在实践中探索AI在用户运营场景中的应用。
职位要求:
1.本科及以上学历，专业不限，统计学、数学、商业分析、市场营销等相关专业优先;2.具备良好的逻辑思维能力和数据分析意识，能够通过数据发现问题并提出优化思路:3.对互联网用户运营、增长运营或数字化运营方向有兴趣，对用户行为及用户增长有基本理解;5.具备良好的沟通能力与团队协作意识，能够与产品、运营及技术团队协同推进项目;6.自驱力强，责任心强，具备一定抗压能力，能够在快节奏环境中持续成长;7.对A!工具有兴趣或基础使用经验，例如利用A",matchable,Important,,KPI 监控 + 绩效分析体系 (ev 19); 转化路径优化 (ev 19); 业务分析报告 (ev 20) | partial: '留存率' not explicitly named in evidence; 活跃/转化 covered,,monitor & analyse user-ops metrics (活跃 / 转化率 / 留存) and run data-review-driven optimization,KPI 监控 + 绩效分析体系 (ev 19); 转化路径优化 (ev 19); 业务分析报告 (ev 20),'留存率' not explicitly named in evidence; 活跃/转化 covered,none material,,,,,pending
v2paste:2510a8a8dd701350,,AI产品经理,platform_enterprise_product,experienced,v2real_4a2e6653ee5c,AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计,AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计,"**AI产品经理**
岗位职责:
1.AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计。
基于用户行为数据和行业痛点，设计AI驱动的招聘效率提升解决方案。2.产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐。
主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标)。3.数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略。
4.行业洞察与竞品分析:跟踪AI+招聘领域前沿技术，探索差异化创新点。任职要求:
1.有AI产品经验，有推荐系统、搜索算法对话机器人(Chatbot):等落地案例，熟悉技术边界与商业化逻辑2.熟悉AI产品关键指标设计，能通过数据验证技术价值。
3.熟练使用SQL/Python进行基础数据分析。
4.具备技术背景(如算法工程经验)或与顶尖算法团队协作经验。",matchable,Important,,GoFin full-lifecycle LLM product (ev 28); LLM application development (ev ai_experience:0) | partial: '智能匹配 / 人岗推荐' adjacent to the candidate's data/AI work; 'AI面试助手 / 智能客服' adjacent to conversational AI (GoFin) | absent: recruitment domain; recommendation-system product ownership; interview-assistant / smart-CS product,,own the AI-recruitment product lifecycle: 智能匹配算法 / 人岗推荐系统 / AI面试助手 / 智能客服 design,GoFin full-lifecycle LLM product (ev 28); LLM application development (ev ai_experience:0),'智能匹配 / 人岗推荐' adjacent to the candidate's data/AI work; 'AI面试助手 / 智能客服' adjacent to conversational AI (GoFin),recruitment domain; recommendation-system product ownership; interview-assistant / smart-CS product,,,,,pending
v2paste:2510a8a8dd701350,,AI产品经理,platform_enterprise_product,experienced,v2real_98ff50f7094e,产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐,产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐,"**AI产品经理**
岗位职责:
1.AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计。
基于用户行为数据和行业痛点，设计AI驱动的招聘效率提升解决方案。2.产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐。
主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标)。3.数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略。
4.行业洞察与竞品分析:跟踪AI+招聘领域前沿技术，探索差异化创新点。任职要求:
1.有AI产品经验，有推荐系统、搜索算法对话机器人(Chatbot):等落地案例，熟悉技术边界与商业化逻辑2.熟悉AI产品关键指标设计，能通过数据验证技术价值。
3.熟练使用SQL/Python进行基础数据分析。
4.具备技术背景(如算法工程经验)或与顶尖算法团队协作经验。",matchable,Important,,跨职能协调 across 前端/后端/AI/数据库/测试 (ev product_experience:5); GoFin LLM integration + cross-functional (ev 28); AI feasibility/value assessment (ev 21),,drive AI-product landing with algo/eng teams; align the technical plan to business goals,跨职能协调 across 前端/后端/AI/数据库/测试 (ev product_experience:5); GoFin LLM integration + cross-functional (ev 28); AI feasibility/value assessment (ev 21),none material,none material,,,,,pending
v2paste:2510a8a8dd701350,,AI产品经理,platform_enterprise_product,experienced,v2real_fc7b2fb760bf,主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标),主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标),"**AI产品经理**
岗位职责:
1.AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计。
基于用户行为数据和行业痛点，设计AI驱动的招聘效率提升解决方案。2.产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐。
主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标)。3.数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略。
4.行业洞察与竞品分析:跟踪AI+招聘领域前沿技术，探索差异化创新点。任职要求:
1.有AI产品经验，有推荐系统、搜索算法对话机器人(Chatbot):等落地案例，熟悉技术边界与商业化逻辑2.熟悉AI产品关键指标设计，能通过数据验证技术价值。
3.熟练使用SQL/Python进行基础数据分析。
4.具备技术背景(如算法工程经验)或与顶尖算法团队协作经验。",matchable,Critical,,GoFin Backlog / User Stories (ev 28); 模型性能评估 (ev ai_experience:11); KPI / 绩效分析 (ev 19) | partial: model-eval exposure is adjacent; not framed as PRD-level AI-metric (accuracy/latency) definition | absent: dedicated AI-metric (accuracy / latency) product-spec ownership,,lead PRD authoring; define experience metrics (模型准确率 / 响应延迟 / 用户体验指标),GoFin Backlog / User Stories (ev 28); 模型性能评估 (ev ai_experience:11); KPI / 绩效分析 (ev 19),model-eval exposure is adjacent; not framed as PRD-level AI-metric (accuracy/latency) definition,dedicated AI-metric (accuracy / latency) product-spec ownership,,,,,pending
v2paste:2510a8a8dd701350,,AI产品经理,platform_enterprise_product,experienced,v2real_5e191918da68,数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略,数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略,"**AI产品经理**
岗位职责:
1.AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计。
基于用户行为数据和行业痛点，设计AI驱动的招聘效率提升解决方案。2.产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐。
主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标)。3.数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略。
4.行业洞察与竞品分析:跟踪AI+招聘领域前沿技术，探索差异化创新点。任职要求:
1.有AI产品经验，有推荐系统、搜索算法对话机器人(Chatbot):等落地案例，熟悉技术边界与商业化逻辑2.熟悉AI产品关键指标设计，能通过数据验证技术价值。
3.熟练使用SQL/Python进行基础数据分析。
4.具备技术背景(如算法工程经验)或与顶尖算法团队协作经验。",matchable,Important,,"data analysis + conversion optimization (ev 19); event / attribution logic (ev 18); 客户反馈迭代 (ev 27, 28) | partial: controlled-experiment exposure via JobPilot evaluation work (not real-user online A/B); 埋点分析 adjacent to attribution logic | absent: real-user randomized online A/B testing; production event-tracking analytics",,data-driven optimization via A/B testing + feedback + 埋点 data analysis; iterate B-end & C-end,"data analysis + conversion optimization (ev 19); event / attribution logic (ev 18); 客户反馈迭代 (ev 27, 28)",controlled-experiment exposure via JobPilot evaluation work (not real-user online A/B); 埋点分析 adjacent to attribution logic,real-user randomized online A/B testing; production event-tracking analytics,,,,,pending
v2paste:2bb44a57a387a772,,用户增长-用户运营管培生,mismatched_control,unknown,v2real_54403299a5ab,用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用),用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用),"**用户增长-用户运营管培生**
岗位职责
1.用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用);通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径;建立用户运营SOP，特别是自动化及精准营用户运营 SOP;
2.私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息;负责用户运营相关FAQ 话术库搭建及优化，包括品牌话术，作物话术等;3.数据分析:监控私域健康度指标(留存率、ARPU 值、LTV、用户满意度 NPS 等);通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案;引入用户运营效果评价体系及相应的KPI管理。
任职要求
1.本科以上学历，985、211优先，具备市场或者健康垂类私域/用户运营、商业运营相关实习经验优先;2.具备高数据敏感度和数据分析能力，能通过传播数据反哺内容策略优化;
3.具备强烈的用户视角和同理心，对用户需求敏锐洞察，并能快速响应;4.具备良好的学习能力，心态积极开放，愿意接受挑战，勇于创新;
5.善于沟通与协调，有灵活解决问题的意识和能力;
6.具备责任心、自驱力，团队合作意识强、抗压力强，
岗位待遇
1.不做螺丝钉，接触核心业务;不排资论辈，看结果说话。
2.实习转正，优秀者可提前参与分红。
3.300-400一天的实习工资，另有免费午饭、加班打车报销，
4.和一群优秀、有激情的伙伴一起奋斗创业。",matchable,Important,,KPay 伙伴分层 + 增长策略与运营框架 (ev 16); 增长运营 (ev domain_experience:3) | partial: '分层 / growth-framework' adjacent; RFM/AIPL not named | absent: private-domain (私域) ecosystem; RFM / AIPL modelling specifically,,design user-growth models; build a user-layering system with RFM / AIPL,KPay 伙伴分层 + 增长策略与运营框架 (ev 16); 增长运营 (ev domain_experience:3),'分层 / growth-framework' adjacent; RFM/AIPL not named,private-domain (私域) ecosystem; RFM / AIPL modelling specifically,,,,,pending
v2paste:2bb44a57a387a772,,用户增长-用户运营管培生,mismatched_control,unknown,v2real_e413799455fb,通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径,通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径,"**用户增长-用户运营管培生**
岗位职责
1.用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用);通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径;建立用户运营SOP，特别是自动化及精准营用户运营 SOP;
2.私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息;负责用户运营相关FAQ 话术库搭建及优化，包括品牌话术，作物话术等;3.数据分析:监控私域健康度指标(留存率、ARPU 值、LTV、用户满意度 NPS 等);通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案;引入用户运营效果评价体系及相应的KPI管理。
任职要求
1.本科以上学历，985、211优先，具备市场或者健康垂类私域/用户运营、商业运营相关实习经验优先;2.具备高数据敏感度和数据分析能力，能通过传播数据反哺内容策略优化;
3.具备强烈的用户视角和同理心，对用户需求敏锐洞察，并能快速响应;4.具备良好的学习能力，心态积极开放，愿意接受挑战，勇于创新;
5.善于沟通与协调，有灵活解决问题的意识和能力;
6.具备责任心、自驱力，团队合作意识强、抗压力强，
岗位待遇
1.不做螺丝钉，接触核心业务;不排资论辈，看结果说话。
2.实习转正，优秀者可提前参与分红。
3.300-400一天的实习工资，另有免费午饭、加班打车报销，
4.和一群优秀、有激情的伙伴一起奋斗创业。",matchable,Important,,KPay 渠道伙伴增长 (ev 16); 转化路径优化 (ev 19) | partial: conversion-path optimization is directly evidenced; channel growth adjacent | absent: 裂变 / 私域 acquisition specifically,,use 裂变拉新 / 外部引流 to grow private-domain user scale; optimize conversion path,KPay 渠道伙伴增长 (ev 16); 转化路径优化 (ev 19),conversion-path optimization is directly evidenced; channel growth adjacent,裂变 / 私域 acquisition specifically,,,,,pending
v2paste:2bb44a57a387a772,,用户增长-用户运营管培生,mismatched_control,unknown,v2real_dbdc8bbad742,私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息,私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息,"**用户增长-用户运营管培生**
岗位职责
1.用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用);通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径;建立用户运营SOP，特别是自动化及精准营用户运营 SOP;
2.私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息;负责用户运营相关FAQ 话术库搭建及优化，包括品牌话术，作物话术等;3.数据分析:监控私域健康度指标(留存率、ARPU 值、LTV、用户满意度 NPS 等);通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案;引入用户运营效果评价体系及相应的KPI管理。
任职要求
1.本科以上学历，985、211优先，具备市场或者健康垂类私域/用户运营、商业运营相关实习经验优先;2.具备高数据敏感度和数据分析能力，能通过传播数据反哺内容策略优化;
3.具备强烈的用户视角和同理心，对用户需求敏锐洞察，并能快速响应;4.具备良好的学习能力，心态积极开放，愿意接受挑战，勇于创新;
5.善于沟通与协调，有灵活解决问题的意识和能力;
6.具备责任心、自驱力，团队合作意识强、抗压力强，
岗位待遇
1.不做螺丝钉，接触核心业务;不排资论辈，看结果说话。
2.实习转正，优秀者可提前参与分红。
3.300-400一天的实习工资，另有免费午饭、加班打车报销，
4.和一群优秀、有激情的伙伴一起奋斗创业。",matchable,Important,,none direct | partial: 增长运营 (ev domain_experience:3) is adjacent operations | absent: 私域内容运营 / 朋友圈 / 社群 activity operations,,"plan 私域内容运营 — 朋友圈 SOP, 社群 activities, regular interactive content",none direct,增长运营 (ev domain_experience:3) is adjacent operations,私域内容运营 / 朋友圈 / 社群 activity operations,,,,,pending
v2paste:2bb44a57a387a772,,用户增长-用户运营管培生,mismatched_control,unknown,v2real_839fd0328615,通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案,通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案,"**用户增长-用户运营管培生**
岗位职责
1.用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用);通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径;建立用户运营SOP，特别是自动化及精准营用户运营 SOP;
2.私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息;负责用户运营相关FAQ 话术库搭建及优化，包括品牌话术，作物话术等;3.数据分析:监控私域健康度指标(留存率、ARPU 值、LTV、用户满意度 NPS 等);通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案;引入用户运营效果评价体系及相应的KPI管理。
任职要求
1.本科以上学历，985、211优先，具备市场或者健康垂类私域/用户运营、商业运营相关实习经验优先;2.具备高数据敏感度和数据分析能力，能通过传播数据反哺内容策略优化;
3.具备强烈的用户视角和同理心，对用户需求敏锐洞察，并能快速响应;4.具备良好的学习能力，心态积极开放，愿意接受挑战，勇于创新;
5.善于沟通与协调，有灵活解决问题的意识和能力;
6.具备责任心、自驱力，团队合作意识强、抗压力强，
岗位待遇
1.不做螺丝钉，接触核心业务;不排资论辈，看结果说话。
2.实习转正，优秀者可提前参与分红。
3.300-400一天的实习工资，另有免费午饭、加班打车报销，
4.和一群优秀、有激情的伙伴一起奋斗创业。",matchable,Important,,"data analysis + KPI (ev 19, 20); 分层 (ev 16) | partial: user analysis + segmentation via data is adjacent | absent: SCRM system / tooling experience",,"use the SCRM system to analyse users, optimize segmentation and operations via data feedback","data analysis + KPI (ev 19, 20); 分层 (ev 16)",user analysis + segmentation via data is adjacent,SCRM system / tooling experience,,,,,pending
