requirement_id,job_id,job_title,candidate_index,requirement_text,requirement_type_draft,importance_draft,review_status
v2real_32f2d7bca95f,v2paste:703edc23c7fecb6d,增长产品经理（平台经营）,15,对A!工具有兴趣或基础使用经验，例如利用AI进行数据整理、信息分析或运营内容辅助生成者优先,matchable,Preferred,pending
v2real_7ad41fb8ccb5,v2paste:703edc23c7fecb6d,增长产品经理（平台经营）,16,有互联网运营、用户增长或数据分析相关实习经验,matchable,Important,pending
v2real_61e27a455370,v2paste:703edc23c7fecb6d,增长产品经理（平台经营）,17,有用户增长、渠道运营或营销项目实践经验,matchable,Important,pending
v2real_21793172910b,v2paste:703edc23c7fecb6d,增长产品经理（平台经营）,18,具备基础数据分析能力，如数据分析工具、SQL等,matchable,Important,pending
v2real_556abe7d222d,v2paste:703edc23c7fecb6d,增长产品经理（平台经营）,19,尝试过使用AI工具辅助进行数据分析或运营策略思考,matchable,Important,pending
v2real_48935ab73397,v2paste:7e2e8c407af8714d,产品经理（AI / 网络安全）,1,负责A/网络安全产品，通过市场分析、竞品研究、用户调研等等方式，获取需求，并产出优质的网络安全产品需求方案,matchable,Important,pending
v2real_46a64f0493b2,v2paste:7e2e8c407af8714d,产品经理（AI / 网络安全）,2,帮助研发团队成员协同合作，负责产品迭代的进度管理，为产品版本发布负责,matchable,Important,pending
v2real_538d5aeb0435,v2paste:7e2e8c407af8714d,产品经理（AI / 网络安全）,3,与其他产品经理一起负责产品相关文档的编写、维护和发布,matchable,Important,pending
v2real_e2abbc9e62de,v2paste:7e2e8c407af8714d,产品经理（AI / 网络安全）,4,有网络安全、云计算、AI等公司的产品经理实习经历优先,matchable,Preferred,pending
v2real_b1b8e87f33e9,v2paste:7e2e8c407af8714d,产品经理（AI / 网络安全）,5,具有极强的学习能力、沟通能力和团队合作精神,matchable,Important,pending
v2real_574c7ecd9805,v2paste:7e2e8c407af8714d,产品经理（AI / 网络安全）,6,以结果为导向，责任心强，执行力高，有优秀的抗压能力,matchable,Important,pending
v2real_54403299a5ab,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,1,用户增长与私域生态搭建:策划用户增长模型，搭建用户分层体系RFM/AIPL模型应用),matchable,Important,pending
v2real_e413799455fb,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,2,通过裂变拉新、外部引流等方式提升私域用户规模，制定用户分层策略并优化转化路径,matchable,Important,pending
v2real_2c25aa8fe5ef,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,3,建立用户运营SOP，特别是自动化及精准营用户运营 SOP,matchable,Important,pending
v2real_dbdc8bbad742,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,4,私域内容运营:策划朋友圈 SOP、社群活动，提升用户活跃度与粘性，定期发布互动信息,matchable,Important,pending
v2real_7bab2d243a84,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,5,负责用户运营相关FAQ 话术库搭建及优化，包括品牌话术，作物话术等,matchable,Important,pending
v2real_9d2bf96384ac,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,6,数据分析:监控私域健康度指标(留存率、ARPU 值、LTV、用户满意度 NPS 等),matchable,Important,pending
v2real_839fd0328615,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,7,通过 SCRM 系统分析用户，优化分层策略，通过数据反馈优化运营方案,matchable,Important,pending
v2real_62efd6b5859e,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,8,引入用户运营效果评价体系及相应的KPI管理,matchable,Important,pending
v2real_ce6d8c9452e6,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,9,本科以上学历,eligibility,Critical,pending
v2real_59729e0def54,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,10,211优先，具备市场或者健康垂类私域/用户运营、商业运营相关实习经验优先,matchable,Preferred,pending
v2real_6d03a4577f70,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,11,具备高数据敏感度和数据分析能力，能通过传播数据反哺内容策略优化,matchable,Important,pending
v2real_1406ca00cc7d,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,12,具备强烈的用户视角和同理心，对用户需求敏锐洞察，并能快速响应,matchable,Important,pending
v2real_7ef0cb7a92a8,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,13,具备良好的学习能力，心态积极开放，愿意接受挑战，勇于创新,matchable,Important,pending
v2real_74a0bce2b252,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,14,善于沟通与协调，有灵活解决问题的意识和能力,matchable,Important,pending
v2real_9abc6421d021,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,15,具备责任心、自驱力，团队合作意识强、抗压力强,subjective,Important,pending
v2real_af4dffb6ab83,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,16,不做螺丝钉，接触核心业务,matchable,Important,pending
v2real_0e070833d2d7,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,17,不排资论辈，看结果说话,matchable,Important,pending
v2real_c9dadef55b88,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,18,实习转正，优秀者可提前参与分红,matchable,Important,pending
v2real_a9a311d89a73,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,19,300-400一天的实习工资，另有免费午饭、加班打车报销,matchable,Important,pending
v2real_cf950430a899,v2paste:2bb44a57a387a772,用户增长-用户运营管培生,20,和一群优秀、有激情的伙伴一起奋斗创业,subjective,Important,pending
v2real_209347acc0b9,v2paste:1fd71cf17ec81050,AI产品经理（AI业务）,1,负责AI对话产品及内容生成产品设计，能够自主推进并完成从0到1的全流程,matchable,Important,pending
v2real_15b1d1235ebf,v2paste:1fd71cf17ec81050,AI产品经理（AI业务）,2,基于数据表现，持续迭代产品，实现用户体验的提升和用户规模的增长,matchable,Important,pending
v2real_57dc49c604c1,v2paste:1fd71cf17ec81050,AI产品经理（AI业务）,3,持续跟进行业发展情况，能够及时将新技术落地应用改进产品体验,matchable,Important,pending
v2real_263782131df4,v2paste:1fd71cf17ec81050,AI产品经理（AI业务）,4,有互联网大厂产品岗位实习经验优先,matchable,Preferred,pending
v2real_0aa2899b14a2,v2paste:1fd71cf17ec81050,AI产品经理（AI业务）,5,有良好的沟通能力、逻辑思维能力，热爱产品经理岗位,matchable,Important,pending
v2real_710f01388f8a,v2paste:1fd71cf17ec81050,AI产品经理（AI业务）,6,对AI应用有兴趣，对市场敏感度高，乐于接受新鲜事物,matchable,Important,pending
v2real_b3868e9db779,v2paste:b7478b70d7f11a86,ai产品经理,1,负责完成创新产品的规划和设计，挖掘新的大模型落地行业机会,matchable,Important,pending
v2real_d7d3e035a278,v2paste:b7478b70d7f11a86,ai产品经理,2,深入了解大模型智能体、多Agent、RAG、意图识别、低代码和零代码等技术，推动技术在产品中的应用,matchable,Important,pending
v2real_63e9414fff69,v2paste:b7478b70d7f11a86,ai产品经理,3,与跨部门团队紧密合作，协调资源，确保产品的顺利推进和交付,matchable,Important,pending
v2real_35ae025f927c,v2paste:b7478b70d7f11a86,ai产品经理,4,分析市场动态和市场，提供有针对性的产品策略和建议,matchable,Important,pending
v2real_540a25977eee,v2paste:b7478b70d7f11a86,ai产品经理,5,2027届获得本科及以上学历，专业不限,eligibility,Critical,pending
v2real_5238b4f3b00a,v2paste:b7478b70d7f11a86,ai产品经理,6,了解大模型相关技术和应用,matchable,Important,pending
v2real_befa11499013,v2paste:b7478b70d7f11a86,ai产品经理,7,对产品有浓厚兴趣,matchable,Important,pending
v2real_a51af5ca0871,v2paste:b7478b70d7f11a86,ai产品经理,8,具备优秀的产品思维、合理的创新思考,matchable,Important,pending
v2real_508b341015c1,v2paste:b7478b70d7f11a86,ai产品经理,9,具备优秀的沟通能力和自驱力，能够激励项目成员共同达成目标,matchable,Important,pending
v2real_ce32e8c095d8,v2paste:d1b0250f8ddc404a,AI产品经理,1,咨询经理岗位职责,matchable,Important,pending
v2real_fe38e11f00e2,v2paste:d1b0250f8ddc404a,AI产品经理,2,探索人工智能技术在各类应用场景中的产品化方向，挖掘用户痛点并提出创新解决方案,matchable,Important,pending
v2real_b24f69347b37,v2paste:d1b0250f8ddc404a,AI产品经理,3,负责AI驱动的产品规划与设计，包括功能定义、交互逻辑及核心策略的制定,matchable,Important,pending
v2real_b2600a158584,v2paste:d1b0250f8ddc404a,AI产品经理,4,协同算法、工程及业务团队推进项目落地，确保产品高效迭代与稳定运行,matchable,Important,pending
v2real_5b886d09f541,v2paste:d1b0250f8ddc404a,AI产品经理,5,有咨询经理经验优先,matchable,Preferred,pending
v2real_66c1458704b2,v2paste:d1b0250f8ddc404a,AI产品经理,6,参与模型效果评估与优化，结合用户反馈和数据表现持续提升产品体验,matchable,Important,pending
v2real_b4c4db1961e7,v2paste:d1b0250f8ddc404a,AI产品经理,7,跟踪行业动态与竟品发展，保持产品在技术应用和用户体验上的领先性,matchable,Important,pending
v2real_5b886d09f541,v2paste:d1b0250f8ddc404a,AI产品经理,8,有咨询经理经验优先,matchable,Preferred,pending
v2real_4836414e360f,v2paste:d1b0250f8ddc404a,AI产品经理,9,咨询经理任职要求,matchable,Important,pending
v2real_325fceba7fab,v2paste:d1b0250f8ddc404a,AI产品经理,10,能够将复杂技术转化为实用产品功能,matchable,Important,pending
v2real_5b886d09f541,v2paste:d1b0250f8ddc404a,AI产品经理,11,有咨询经理经验优先,matchable,Preferred,pending
v2real_39c06bba3ba3,v2paste:d1b0250f8ddc404a,AI产品经理,12,具备良好的产品思维和用户洞察力,matchable,Important,pending
v2real_6999cb4c045b,v2paste:d1b0250f8ddc404a,AI产品经理,13,熟悉AI技术基本原理，对机器学习、自然语言处理等有基础理解,matchable,Important,pending
v2real_e63887b28ddc,v2paste:d1b0250f8ddc404a,AI产品经理,14,拥有较强的跨团队沟通与协作能力，能有效推动多方协作,matchable,Important,pending
v2real_91b1b58f4ebe,v2paste:d1b0250f8ddc404a,AI产品经理,15,主动性强，具备强烈的好奇心和学习能力，适应快速变化的技术环境,matchable,Important,pending
v2real_515432bbb76c,v2paste:d1b0250f8ddc404a,AI产品经理,16,有成功落地的AI产品项目经验者优先,matchable,Preferred,pending
v2real_5b886d09f541,v2paste:d1b0250f8ddc404a,AI产品经理,17,有咨询经理经验优先,matchable,Preferred,pending
v2real_4a2e6653ee5c,v2paste:2510a8a8dd701350,AI产品经理,1,AI产品规划与设计:负责招聘场景下AI产品全生命周期管理，包括智能匹配算法、人岗推荐系统、AI面试助手智能客服等方向的创新设计,matchable,Important,pending
v2real_5f7a580fff56,v2paste:2510a8a8dd701350,AI产品经理,2,基于用户行为数据和行业痛点，设计AI驱动的招聘效率提升解决方案,matchable,Important,pending
v2real_98ff50f7094e,v2paste:2510a8a8dd701350,AI产品经理,3,产品落地与协作:与算法、工程团队紧密合作，推动AI产品在合适场景应用，确保技术方案与业务目标对齐,matchable,Important,pending
v2real_fc7b2fb760bf,v2paste:2510a8a8dd701350,AI产品经理,4,主导需求文档(PRD)撰写，明确体验指标(如模型准确率、响应延迟、用户体验指标),matchable,Critical,pending
v2real_5e191918da68,v2paste:2510a8a8dd701350,AI产品经理,5,数据驱动优化:通过A/B测试、用户反馈和埋点数据分析，持续迭代AI产品功能，提升B端和C端的满意度，并制定优化策略,matchable,Important,pending
v2real_d1a71ecc3929,v2paste:2510a8a8dd701350,AI产品经理,6,行业洞察与竞品分析:跟踪AI+招聘领域前沿技术，探索差异化创新点,matchable,Important,pending
v2real_a9077d3e66d8,v2paste:2510a8a8dd701350,AI产品经理,7,有AI产品经验，有推荐系统、搜索算法对话机器人(Chatbot):等落地案例，熟悉技术边界与商业化逻辑,matchable,Important,pending
v2real_d27628a73f4e,v2paste:2510a8a8dd701350,AI产品经理,8,熟悉AI产品关键指标设计，能通过数据验证技术价值,matchable,Important,pending
v2real_38c35b5ed3b6,v2paste:2510a8a8dd701350,AI产品经理,9,熟练使用SQL/Python进行基础数据分析,matchable,Important,pending
v2real_0df3b8b66975,v2paste:2510a8a8dd701350,AI产品经理,10,具备技术背景(如算法工程经验)或与顶尖算法团队协作经验,matchable,Important,pending
v2real_5785531fff58,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,1,负责游戏方案设计相关业务的AI需求场景挖掘与应用落地，包括用户调研、竞品分析、AI技术可行性分析、产品规划、产品设计、项目管理、数据分析等,matchable,Important,pending
v2real_480b33b703c2,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,2,对产品体验、落地效果、产品价值负责，深入了解公司业务与算法技术，持续推动产品迭代,matchable,Important,pending
v2real_42d54c804ec5,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,3,对接战略研究、策划、运营、用户研究、各项目组、研究小组、算法工程师等各方业务，确保产品实施、项目跟进与落地应用,matchable,Important,pending
v2real_2822285107c9,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,4,2027年应届生，本科及以上学历，人工智能、软件开发、产品设计、游戏设计、心理学等相关专业优先:对AI领域有基本认知、理解和思考，熟悉市场上主要的大模型产品，对技术可行性的边界有所认知,eligibility,Preferred,pending
v2real_adbd63481fd5,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,5,具备敏锐的产品思维、团队合作沟通能力与一定的抗压能力，能在具有一定挑战性的目标和节奏下推动项目前进,matchable,Important,pending
v2real_447cfd9635a9,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,6,熟悉Axure、Figma、Sketch等常用产品设计工具,matchable,Important,pending
v2real_b3ceed32f8fd,v2paste:7f32e30979884c48,AI产品经理（游戏方案设计）,7,有AI产品/产品经理相关产品实习经验优先,matchable,Preferred,pending
v2real_4f2c6b8b2b95,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,1,在这里，你将有机会参与 从0到1构建 AI 产品，探索前沿技术如何真正改变全球用户的工作与生活方式,matchable,Important,pending
v2real_fe42abcf4751,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,2,从 0-1 打造 AI 产品:参与 AI 产品的规划与落地，从 业务、用户、技术与产品 多维度思考问题，推动产品从概念,matchable,Important,pending
v2real_8ab39d320e67,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,3,探索到真实上线,matchable,Important,pending
v2real_0beb1104b184,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,4,体验完整的产品生命周期:深度参与用户研究、产品规划、上线运营与数据分析，在真实业务场景中推动产品持续迭代，并通过数据验证产品价值,matchable,Important,pending
v2real_e7db58f7daac,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,5,探索全球化 AI应用:关注全球用户需求与跨文化产品体验，探索 大模型、Agent 等前沿 Al技 在国际化场景中的创新应用,matchable,Important,pending
v2real_26851c4cf753,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,6,对 AI 充满热情与好奇心:持续关注 A| 技术趋势(如 LLM、Agent、A| 应用生态)，理解其对产品形态的影响，并思考技术如何转化为真正有价值的产品,subjective,Important,pending
v2real_b0d85abc58f4,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,7,具备优秀的逻辑与结构化思维:能够快速理解复杂问题，形成清晰的产品方案，并具备优秀的写作与表达能力,matchable,Important,pending
v2real_7b05e00c94ff,v2paste:8235e9715765d378,27届 ASP）AI产品经理培训生,8,具备全球视野与技术基础:关注全球产品趋势，对跨文化用户体验有热情，具备一定技术背景或能力(Pvthon/SQL/Prompt Engineering/Al工具等)更佳,matchable,Preferred,pending
v2real_58bd48d4c961,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,1,参与AI产品(如商业智能体、智能体平台、知识管理平台等)的全生命周期管理，协助完成需求分析、原型设计、功能规划等工作,matchable,Important,pending
v2real_1cb12d9be636,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,2,跟踪行业趋势(如大模型行业解决方案、开源大模型、通用平台产品)，在指导下分析用户痛点，参与制定差异化产品策略,matchable,Important,pending
v2real_c080acb549c3,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,3,与算法、工程、设计团队协作，推动AI产品从概念到上线的关键流程落地,matchable,Important,pending
v2real_2795763de2f1,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,4,协助协调资源，参与制定开发计划，跟踪项目进度，确保高质量交付,matchable,Important,pending
v2real_ffc1d3b6e126,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,5,统招本科或硕士学历，计算机、人工智能、交互设计、工业工程等相关专业优先,eligibility,Preferred,pending
v2real_0e67213b2e06,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,6,具备产品思维和用户视角，有A相关项目、实习或竞赛经验者优先(如智能助手、生成式工具、行业解决方案,matchable,Preferred,pending
v2real_b5c70a36b7cb,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,7,能够通过用户调研、数据分析等方法挖掘AI产品需求，具备PRD文档撰写及原型设计基础能力，熟悉Axure、Figma、Jira等工具者加分,matchable,Preferred,pending
v2real_ca7f8d01e8a6,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,8,逻辑清晰，具备结构化思维与问题解决意识,matchable,Important,pending
v2real_a790175a4f80,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,9,对AI技术(如LLM、NLP、CV等)有基本认知，愿意持续学习技术边界与应用场景,matchable,Important,pending
v2real_768460bb6bd9,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,10,有从0到1参与AI产品或项目经验者优先，对SaaS、订阅制等商业模式有基础认知,matchable,Preferred,pending
v2real_67cf01ea1c51,v2paste:f441346f5cebbaa0,AI产品经理（智能体平台 / 知识管理平台）,11,具备良好的沟通协调能力和团队协作精神，有跨领域项目经验(如金融、医疗、教育等)者加分,matchable,Preferred,pending
v2real_4fc7ac5d7bbb,v2paste:1c2c780cb980a76a,产品经理（AI方向）,1,面向国内用户，聚焦 A1 应用产品,matchable,Important,pending
v2real_f54c481dd8a3,v2paste:1c2c780cb980a76a,产品经理（AI方向）,2,既有成熟产品持续优化，也有 0-1新产品孵化机会可深度参与需求分析、产品设计、项目推进和数据迭代全流程·团队持续探索 AINative、AIGC 等新产品形态,matchable,Important,pending
